Ministry_Key,Des_Grp,Type,Display_Type,DesGrp_Count_Reg,DesGrp_Percent_Reg,NonDesGrp_Count_Reg,NonDesGrp_Percent_Reg,Total_Count_Reg,Total_Percent_Reg,DesGrp_Count_Aux,DesGrp_Percent_Aux,NonDesGrp_Count_Aux,NonDesGrp_Percent_Aux,Total_Count_Aux,Total_Percent_Aux
BCPS,WOM,Promotions_Total,Total Promotions,2789,64.0,1569,36.0,4358,100.0,21,70.0,9,30.0,30,100.0
BCPS,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,310,68.7,141,31.3,451,100.0
BCPS,WOM,Separations_BCPS,Left BC Government,2610,63.1,1527,36.9,4137,100.0,349,70.9,143,29.1,492,100.0
BCPS,WOM,Separations_Other,Moved to Other Ministry,960,68.5,441,31.5,1401,100.0,88,72.7,33,27.3,121,100.0
BCPS,WOM,Separations_Total,Total Separations,3570,64.5,1968,35.5,5538,100.0,437,71.3,176,28.7,613,100.0
BCPS,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,747,70.2,317,29.8,1064,100.0
BCPSA,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,2,100.0,0,0.0,2,100.0,,,,,,
BCPSA,WOM,Hiring_Other,Hired from Other Ministry,34,68.0,16,32.0,50,100.0,1,100.0,0,0.0,1,100.0
BCPSA,WOM,Hiring_Outside,Hired from Outside,78,70.3,33,29.7,111,100.0,23,79.3,6,20.7,29,100.0
BCPSA,WOM,Hiring_TotalNew,Total New Hires to Ministry,112,69.6,49,30.4,161,100.0,24,80.0,6,20.0,30,100.0
BCPSA,WOM,Hiring_TotalReg,Total New Regulars to Ministry,114,69.9,49,30.1,163,100.0,,,,,,
BCPSA,WOM,Promotions_Other,Promoted from Other Organization,28,65.1,15,34.9,43,100.0,1,100.0,0,0.0,1,100.0
BCPSA,WOM,Promotions_Same,Promoted Within Same Organization,62,79.5,16,20.5,78,100.0,,,,,0,100.0
BCPSA,WOM,Promotions_Total,Total Promotions,90,74.4,31,25.6,121,100.0,1,100.0,0,0.0,1,100.0
BCPSA,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,2,100.0,0,0.0,2,100.0
BCPSA,WOM,Separations_BCPS,Left BC Government,45,72.6,17,27.4,62,100.0,6,66.7,3,33.3,9,100.0
BCPSA,WOM,Separations_Other,Moved to Other Ministry,37,72.5,14,27.5,51,100.0,1,100.0,0,0.0,1,100.0
BCPSA,WOM,Separations_Total,Total Separations,82,72.6,31,27.4,113,100.0,7,70.0,3,30.0,10,100.0
BCPSA,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,9,75.0,3,25.0,12,100.0
CFD,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,108,81.2,25,18.8,133,100.0,,,,,,
CFD,WOM,Hiring_Other,Hired from Other Ministry,80,80.8,19,19.2,99,100.0,0,0.0,1,100.0,1,100.0
CFD,WOM,Hiring_Outside,Hired from Outside,889,88.5,116,11.5,1005,100.0,184,76.7,56,23.3,240,100.0
CFD,WOM,Hiring_TotalNew,Total New Hires to Ministry,969,87.8,135,12.2,1104,100.0,184,76.3,57,23.7,241,100.0
CFD,WOM,Hiring_TotalReg,Total New Regulars to Ministry,1077,87.1,160,12.9,1237,100.0,,,,,,
CFD,WOM,Promotions_Other,Promoted from Other Organization,57,80.3,14,19.7,71,100.0,,,,,0,100.0
CFD,WOM,Promotions_Same,Promoted Within Same Organization,356,84.0,68,16.0,424,100.0,,,,,0,100.0
CFD,WOM,Promotions_Total,Total Promotions,413,83.4,82,16.6,495,100.0,,,,,0,100.0
CFD,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,108,81.2,25,18.8,133,100.0
CFD,WOM,Separations_BCPS,Left BC Government,571,81.5,130,18.5,701,100.0,96,83.5,19,16.5,115,100.0
CFD,WOM,Separations_Other,Moved to Other Ministry,91,72.8,34,27.2,125,100.0,11,55.0,9,45.0,20,100.0
CFD,WOM,Separations_Total,Total Separations,662,80.1,164,19.9,826,100.0,107,79.3,28,20.7,135,100.0
CFD,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,215,80.2,53,19.8,268,100.0
CITZ,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,16,36.4,28,63.6,44,100.0,,,,,,
CITZ,WOM,Hiring_Other,Hired from Other Ministry,94,71.2,38,28.8,132,100.0,1,50.0,1,50.0,2,100.0
CITZ,WOM,Hiring_Outside,Hired from Outside,175,57.4,130,42.6,305,100.0,57,62.6,34,37.4,91,100.0
CITZ,WOM,Hiring_TotalNew,Total New Hires to Ministry,269,61.6,168,38.4,437,100.0,58,62.4,35,37.6,93,100.0
CITZ,WOM,Hiring_TotalReg,Total New Regulars to Ministry,285,59.3,196,40.7,481,100.0,,,,,,
CITZ,WOM,Promotions_Other,Promoted from Other Organization,71,72.4,27,27.6,98,100.0,0,0.0,1,100.0,1,100.0
CITZ,WOM,Promotions_Same,Promoted Within Same Organization,136,59.1,94,40.9,230,100.0,,,,,0,100.0
CITZ,WOM,Promotions_Total,Total Promotions,207,63.1,121,36.9,328,100.0,0,0.0,1,100.0,1,100.0
CITZ,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,16,36.4,28,63.6,44,100.0
CITZ,WOM,Separations_BCPS,Left BC Government,176,66.9,87,33.1,263,100.0,18,58.1,13,41.9,31,100.0
CITZ,WOM,Separations_Other,Moved to Other Ministry,63,63.6,36,36.4,99,100.0,5,62.5,3,37.5,8,100.0
CITZ,WOM,Separations_Total,Total Separations,239,66.0,123,34.0,362,100.0,23,59.0,16,41.0,39,100.0
CITZ,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,39,47.0,44,53.0,83,100.0
EAO,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,,,,,0,100.0,,,,,,
EAO,WOM,Hiring_Other,Hired from Other Ministry,9,69.2,4,30.8,13,100.0,,,,,0,100.0
EAO,WOM,Hiring_Outside,Hired from Outside,20,71.4,8,28.6,28,100.0,3,50.0,3,50.0,6,100.0
EAO,WOM,Hiring_TotalNew,Total New Hires to Ministry,29,70.7,12,29.3,41,100.0,3,50.0,3,50.0,6,100.0
EAO,WOM,Hiring_TotalReg,Total New Regulars to Ministry,29,70.7,12,29.3,41,100.0,,,,,,
EAO,WOM,Promotions_Other,Promoted from Other Organization,7,77.8,2,22.2,9,100.0,,,,,0,100.0
EAO,WOM,Promotions_Same,Promoted Within Same Organization,7,70.0,3,30.0,10,100.0,,,,,0,100.0
EAO,WOM,Promotions_Total,Total Promotions,14,73.7,5,26.3,19,100.0,,,,,0,100.0
EAO,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,,,,,0,100.0
EAO,WOM,Separations_BCPS,Left BC Government,12,85.7,2,14.3,14,100.0,,,,,0,100.0
EAO,WOM,Separations_Other,Moved to Other Ministry,18,69.2,8,30.8,26,100.0,,,,,0,100.0
EAO,WOM,Separations_Total,Total Separations,30,75.0,10,25.0,40,100.0,,,,,0,100.0
EAO,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,,,,,0,100.0
EDUC,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,1,50.0,1,50.0,2,100.0,,,,,,
EDUC,WOM,Hiring_Other,Hired from Other Ministry,27,56.3,21,43.8,48,100.0,,,,,0,100.0
EDUC,WOM,Hiring_Outside,Hired from Outside,60,70.6,25,29.4,85,100.0,12,75.0,4,25.0,16,100.0
EDUC,WOM,Hiring_TotalNew,Total New Hires to Ministry,87,65.4,46,34.6,133,100.0,12,75.0,4,25.0,16,100.0
EDUC,WOM,Hiring_TotalReg,Total New Regulars to Ministry,88,65.2,47,34.8,135,100.0,,,,,,
EDUC,WOM,Promotions_Other,Promoted from Other Organization,20,51.3,19,48.7,39,100.0,,,,,0,100.0
EDUC,WOM,Promotions_Same,Promoted Within Same Organization,19,61.3,12,38.7,31,100.0,,,,,0,100.0
EDUC,WOM,Promotions_Total,Total Promotions,39,55.7,31,44.3,70,100.0,,,,,0,100.0
EDUC,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,1,50.0,1,50.0,2,100.0
EDUC,WOM,Separations_BCPS,Left BC Government,47,70.1,20,29.9,67,100.0,1,50.0,1,50.0,2,100.0
EDUC,WOM,Separations_Other,Moved to Other Ministry,26,78.8,7,21.2,33,100.0,2,100.0,0,0.0,2,100.0
EDUC,WOM,Separations_Total,Total Separations,73,73.0,27,27.0,100,100.0,3,75.0,1,25.0,4,100.0
EDUC,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,4,66.7,2,33.3,6,100.0
EMBC,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,2,33.3,4,66.7,6,100.0,,,,,,
EMBC,WOM,Hiring_Other,Hired from Other Ministry,24,64.9,13,35.1,37,100.0,,,,,0,100.0
EMBC,WOM,Hiring_Outside,Hired from Outside,15,48.4,16,51.6,31,100.0,29,67.4,14,32.6,43,100.0
EMBC,WOM,Hiring_TotalNew,Total New Hires to Ministry,39,57.4,29,42.6,68,100.0,29,67.4,14,32.6,43,100.0
EMBC,WOM,Hiring_TotalReg,Total New Regulars to Ministry,41,55.4,33,44.6,74,100.0,,,,,,
EMBC,WOM,Promotions_Other,Promoted from Other Organization,16,76.2,5,23.8,21,100.0,,,,,0,100.0
EMBC,WOM,Promotions_Same,Promoted Within Same Organization,4,40.0,6,60.0,10,100.0,1,100.0,0,0.0,1,100.0
EMBC,WOM,Promotions_Total,Total Promotions,20,64.5,11,35.5,31,100.0,1,100.0,0,0.0,1,100.0
EMBC,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,2,33.3,4,66.7,6,100.0
EMBC,WOM,Separations_BCPS,Left BC Government,12,70.6,5,29.4,17,100.0,1,50.0,1,50.0,2,100.0
EMBC,WOM,Separations_Other,Moved to Other Ministry,5,71.4,2,28.6,7,100.0,1,100.0,0,0.0,1,100.0
EMBC,WOM,Separations_Total,Total Separations,17,70.8,7,29.2,24,100.0,2,66.7,1,33.3,3,100.0
EMBC,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,4,44.4,5,55.6,9,100.0
EMPR,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,2,50.0,2,50.0,4,100.0,,,,,,
EMPR,WOM,Hiring_Other,Hired from Other Ministry,19,63.3,11,36.7,30,100.0,,,,,0,100.0
EMPR,WOM,Hiring_Outside,Hired from Outside,28,43.8,36,56.3,64,100.0,7,41.2,10,58.8,17,100.0
EMPR,WOM,Hiring_TotalNew,Total New Hires to Ministry,47,50.0,47,50.0,94,100.0,7,41.2,10,58.8,17,100.0
EMPR,WOM,Hiring_TotalReg,Total New Regulars to Ministry,49,50.0,49,50.0,98,100.0,,,,,,
EMPR,WOM,Promotions_Other,Promoted from Other Organization,16,66.7,8,33.3,24,100.0,,,,,0,100.0
EMPR,WOM,Promotions_Same,Promoted Within Same Organization,17,47.2,19,52.8,36,100.0,,,,,0,100.0
EMPR,WOM,Promotions_Total,Total Promotions,33,55.0,27,45.0,60,100.0,,,,,0,100.0
EMPR,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,2,50.0,2,50.0,4,100.0
EMPR,WOM,Separations_BCPS,Left BC Government,24,64.9,13,35.1,37,100.0,5,55.6,4,44.4,9,100.0
EMPR,WOM,Separations_Other,Moved to Other Ministry,11,52.4,10,47.6,21,100.0,3,60.0,2,40.0,5,100.0
EMPR,WOM,Separations_Total,Total Separations,35,60.3,23,39.7,58,100.0,8,57.1,6,42.9,14,100.0
EMPR,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,10,55.6,8,44.4,18,100.0
ENV,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,13,52.0,12,48.0,25,100.0,,,,,,
ENV,WOM,Hiring_Other,Hired from Other Ministry,29,67.4,14,32.6,43,100.0,1,50.0,1,50.0,2,100.0
ENV,WOM,Hiring_Outside,Hired from Outside,103,55.1,84,44.9,187,100.0,21,47.7,23,52.3,44,100.0
ENV,WOM,Hiring_TotalNew,Total New Hires to Ministry,132,57.4,98,42.6,230,100.0,22,47.8,24,52.2,46,100.0
ENV,WOM,Hiring_TotalReg,Total New Regulars to Ministry,145,56.9,110,43.1,255,100.0,,,,,,
ENV,WOM,Promotions_Other,Promoted from Other Organization,18,62.1,11,37.9,29,100.0,0,0.0,1,100.0,1,100.0
ENV,WOM,Promotions_Same,Promoted Within Same Organization,46,46.9,52,53.1,98,100.0,1,33.3,2,66.7,3,100.0
ENV,WOM,Promotions_Total,Total Promotions,64,50.4,63,49.6,127,100.0,1,25.0,3,75.0,4,100.0
ENV,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,13,52.0,12,48.0,25,100.0
ENV,WOM,Separations_BCPS,Left BC Government,48,44.4,60,55.6,108,100.0,29,55.8,23,44.2,52,100.0
ENV,WOM,Separations_Other,Moved to Other Ministry,22,50.0,22,50.0,44,100.0,9,64.3,5,35.7,14,100.0
ENV,WOM,Separations_Total,Total Separations,70,46.1,82,53.9,152,100.0,38,57.6,28,42.4,66,100.0
ENV,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,51,56.0,40,44.0,91,100.0
FIN,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,2,66.7,1,33.3,3,100.0,,,,,,
FIN,WOM,Hiring_Other,Hired from Other Ministry,66,66.0,34,34.0,100,100.0,1,100.0,0,0.0,1,100.0
FIN,WOM,Hiring_Outside,Hired from Outside,204,57.8,149,42.2,353,100.0,21,50.0,21,50.0,42,100.0
FIN,WOM,Hiring_TotalNew,Total New Hires to Ministry,270,59.6,183,40.4,453,100.0,22,51.2,21,48.8,43,100.0
FIN,WOM,Hiring_TotalReg,Total New Regulars to Ministry,272,59.6,184,40.4,456,100.0,,,,,,
FIN,WOM,Promotions_Other,Promoted from Other Organization,52,65.0,28,35.0,80,100.0,1,100.0,0,0.0,1,100.0
FIN,WOM,Promotions_Same,Promoted Within Same Organization,140,58.1,101,41.9,241,100.0,,,,,0,100.0
FIN,WOM,Promotions_Total,Total Promotions,192,59.8,129,40.2,321,100.0,1,100.0,0,0.0,1,100.0
FIN,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,2,66.7,1,33.3,3,100.0
FIN,WOM,Separations_BCPS,Left BC Government,130,58.6,92,41.4,222,100.0,2,33.3,4,66.7,6,100.0
FIN,WOM,Separations_Other,Moved to Other Ministry,47,54.0,40,46.0,87,100.0,0,0.0,1,100.0,1,100.0
FIN,WOM,Separations_Total,Total Separations,177,57.3,132,42.7,309,100.0,2,28.6,5,71.4,7,100.0
FIN,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,4,40.0,6,60.0,10,100.0
FLNRORD,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,29,60.4,19,39.6,48,100.0,,,,,,
FLNRORD,WOM,Hiring_Other,Hired from Other Ministry,105,63.6,60,36.4,165,100.0,1,33.3,2,66.7,3,100.0
FLNRORD,WOM,Hiring_Outside,Hired from Outside,328,52.4,298,47.6,626,100.0,123,64.7,67,35.3,190,100.0
FLNRORD,WOM,Hiring_TotalNew,Total New Hires to Ministry,433,54.7,358,45.3,791,100.0,124,64.2,69,35.8,193,100.0
FLNRORD,WOM,Hiring_TotalReg,Total New Regulars to Ministry,462,55.1,377,44.9,839,100.0,,,,,,
FLNRORD,WOM,Promotions_Other,Promoted from Other Organization,80,66.7,40,33.3,120,100.0,0,0.0,1,100.0,1,100.0
FLNRORD,WOM,Promotions_Same,Promoted Within Same Organization,277,50.8,268,49.2,545,100.0,4,66.7,2,33.3,6,100.0
FLNRORD,WOM,Promotions_Total,Total Promotions,357,53.7,308,46.3,665,100.0,4,57.1,3,42.9,7,100.0
FLNRORD,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,29,60.4,19,39.6,48,100.0
FLNRORD,WOM,Separations_BCPS,Left BC Government,226,46.1,264,53.9,490,100.0,53,68.8,24,31.2,77,100.0
FLNRORD,WOM,Separations_Other,Moved to Other Ministry,87,62.6,52,37.4,139,100.0,8,72.7,3,27.3,11,100.0
FLNRORD,WOM,Separations_Total,Total Separations,313,49.8,316,50.2,629,100.0,61,69.3,27,30.7,88,100.0
FLNRORD,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,90,66.2,46,33.8,136,100.0
GCPE,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,0,0.0,1,100.0,1,100.0,,,,,,
GCPE,WOM,Hiring_Other,Hired from Other Ministry,11,84.6,2,15.4,13,100.0,,,,,0,100.0
GCPE,WOM,Hiring_Outside,Hired from Outside,77,62.6,46,37.4,123,100.0,3,33.3,6,66.7,9,100.0
GCPE,WOM,Hiring_TotalNew,Total New Hires to Ministry,88,64.7,48,35.3,136,100.0,3,33.3,6,66.7,9,100.0
GCPE,WOM,Hiring_TotalReg,Total New Regulars to Ministry,88,64.2,49,35.8,137,100.0,,,,,,
GCPE,WOM,Promotions_Other,Promoted from Other Organization,9,81.8,2,18.2,11,100.0,,,,,0,100.0
GCPE,WOM,Promotions_Same,Promoted Within Same Organization,23,63.9,13,36.1,36,100.0,,,,,0,100.0
GCPE,WOM,Promotions_Total,Total Promotions,32,68.1,15,31.9,47,100.0,,,,,0,100.0
GCPE,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,0,0.0,1,100.0,1,100.0
GCPE,WOM,Separations_BCPS,Left BC Government,55,59.8,37,40.2,92,100.0,,,,,0,100.0
GCPE,WOM,Separations_Other,Moved to Other Ministry,18,56.3,14,43.8,32,100.0,,,,,0,100.0
GCPE,WOM,Separations_Total,Total Separations,73,58.9,51,41.1,124,100.0,,,,,0,100.0
GCPE,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,0,0.0,1,100.0,1,100.0
HLTH,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,3,75.0,1,25.0,4,100.0,,,,,,
HLTH,WOM,Hiring_Other,Hired from Other Ministry,46,60.5,30,39.5,76,100.0,,,,,0,100.0
HLTH,WOM,Hiring_Outside,Hired from Outside,191,70.7,79,29.3,270,100.0,32,71.1,13,28.9,45,100.0
HLTH,WOM,Hiring_TotalNew,Total New Hires to Ministry,237,68.5,109,31.5,346,100.0,32,71.1,13,28.9,45,100.0
HLTH,WOM,Hiring_TotalReg,Total New Regulars to Ministry,240,68.6,110,31.4,350,100.0,,,,,,
HLTH,WOM,Promotions_Other,Promoted from Other Organization,39,60.9,25,39.1,64,100.0,,,,,0,100.0
HLTH,WOM,Promotions_Same,Promoted Within Same Organization,125,65.8,65,34.2,190,100.0,1,100.0,0,0.0,1,100.0
HLTH,WOM,Promotions_Total,Total Promotions,164,64.6,90,35.4,254,100.0,1,100.0,0,0.0,1,100.0
HLTH,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,3,75.0,1,25.0,4,100.0
HLTH,WOM,Separations_BCPS,Left BC Government,120,71.9,47,28.1,167,100.0,3,75.0,1,25.0,4,100.0
HLTH,WOM,Separations_Other,Moved to Other Ministry,89,73.6,32,26.4,121,100.0,3,100.0,0,0.0,3,100.0
HLTH,WOM,Separations_Total,Total Separations,209,72.6,79,27.4,288,100.0,6,85.7,1,14.3,7,100.0
HLTH,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,9,81.8,2,18.2,11,100.0
IRR,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,5,100.0,0,0.0,5,100.0,,,,,,
IRR,WOM,Hiring_Other,Hired from Other Ministry,13,68.4,6,31.6,19,100.0,,,,,0,100.0
IRR,WOM,Hiring_Outside,Hired from Outside,22,71.0,9,29.0,31,100.0,7,70.0,3,30.0,10,100.0
IRR,WOM,Hiring_TotalNew,Total New Hires to Ministry,35,70.0,15,30.0,50,100.0,7,70.0,3,30.0,10,100.0
IRR,WOM,Hiring_TotalReg,Total New Regulars to Ministry,40,72.7,15,27.3,55,100.0,,,,,,
IRR,WOM,Promotions_Other,Promoted from Other Organization,11,64.7,6,35.3,17,100.0,,,,,0,100.0
IRR,WOM,Promotions_Same,Promoted Within Same Organization,23,74.2,8,25.8,31,100.0,,,,,0,100.0
IRR,WOM,Promotions_Total,Total Promotions,34,70.8,14,29.2,48,100.0,,,,,0,100.0
IRR,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,5,100.0,0,0.0,5,100.0
IRR,WOM,Separations_BCPS,Left BC Government,14,51.9,13,48.1,27,100.0,3,100.0,0,0.0,3,100.0
IRR,WOM,Separations_Other,Moved to Other Ministry,20,69.0,9,31.0,29,100.0,4,100.0,0,0.0,4,100.0
IRR,WOM,Separations_Total,Total Separations,34,60.7,22,39.3,56,100.0,7,100.0,0,0.0,7,100.0
IRR,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,12,100.0,0,0.0,12,100.0
JTT,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,3,37.5,5,62.5,8,100.0,,,,,,
JTT,WOM,Hiring_Other,Hired from Other Ministry,36,72.0,14,28.0,50,100.0,,,,,0,100.0
JTT,WOM,Hiring_Outside,Hired from Outside,47,66.2,24,33.8,71,100.0,12,60.0,8,40.0,20,100.0
JTT,WOM,Hiring_TotalNew,Total New Hires to Ministry,83,68.6,38,31.4,121,100.0,12,60.0,8,40.0,20,100.0
JTT,WOM,Hiring_TotalReg,Total New Regulars to Ministry,86,66.7,43,33.3,129,100.0,,,,,,
JTT,WOM,Promotions_Other,Promoted from Other Organization,28,70.0,12,30.0,40,100.0,,,,,0,100.0
JTT,WOM,Promotions_Same,Promoted Within Same Organization,24,55.8,19,44.2,43,100.0,,,,,0,100.0
JTT,WOM,Promotions_Total,Total Promotions,52,62.7,31,37.3,83,100.0,,,,,0,100.0
JTT,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,3,37.5,5,62.5,8,100.0
JTT,WOM,Separations_BCPS,Left BC Government,31,58.5,22,41.5,53,100.0,7,70.0,3,30.0,10,100.0
JTT,WOM,Separations_Other,Moved to Other Ministry,32,59.3,22,40.7,54,100.0,5,83.3,1,16.7,6,100.0
JTT,WOM,Separations_Total,Total Separations,63,58.9,44,41.1,107,100.0,12,75.0,4,25.0,16,100.0
JTT,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,15,62.5,9,37.5,24,100.0
LBR,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,1,100.0,0,0.0,1,100.0,,,,,,
LBR,WOM,Hiring_Other,Hired from Other Ministry,8,80.0,2,20.0,10,100.0,,,,,0,100.0
LBR,WOM,Hiring_Outside,Hired from Outside,15,65.2,8,34.8,23,100.0,1,50.0,1,50.0,2,100.0
LBR,WOM,Hiring_TotalNew,Total New Hires to Ministry,23,69.7,10,30.3,33,100.0,1,50.0,1,50.0,2,100.0
LBR,WOM,Hiring_TotalReg,Total New Regulars to Ministry,24,70.6,10,29.4,34,100.0,,,,,,
LBR,WOM,Promotions_Other,Promoted from Other Organization,6,75.0,2,25.0,8,100.0,,,,,0,100.0
LBR,WOM,Promotions_Same,Promoted Within Same Organization,9,56.3,7,43.8,16,100.0,,,,,0,100.0
LBR,WOM,Promotions_Total,Total Promotions,15,62.5,9,37.5,24,100.0,,,,,0,100.0
LBR,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,1,100.0,0,0.0,1,100.0
LBR,WOM,Separations_BCPS,Left BC Government,19,67.9,9,32.1,28,100.0,2,100.0,0,0.0,2,100.0
LBR,WOM,Separations_Other,Moved to Other Ministry,14,93.3,1,6.7,15,100.0,,,,,0,100.0
LBR,WOM,Separations_Total,Total Separations,33,76.7,10,23.3,43,100.0,2,100.0,0,0.0,2,100.0
LBR,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,3,100.0,0,0.0,3,100.0
MAH,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,9,100.0,0,0.0,9,100.0,,,,,,
MAH,WOM,Hiring_Other,Hired from Other Ministry,56,72.7,21,27.3,77,100.0,,,,,0,100.0
MAH,WOM,Hiring_Outside,Hired from Outside,38,59.4,26,40.6,64,100.0,15,75.0,5,25.0,20,100.0
MAH,WOM,Hiring_TotalNew,Total New Hires to Ministry,94,66.7,47,33.3,141,100.0,15,75.0,5,25.0,20,100.0
MAH,WOM,Hiring_TotalReg,Total New Regulars to Ministry,103,68.7,47,31.3,150,100.0,,,,,,
MAH,WOM,Promotions_Other,Promoted from Other Organization,45,72.6,17,27.4,62,100.0,,,,,0,100.0
MAH,WOM,Promotions_Same,Promoted Within Same Organization,38,73.1,14,26.9,52,100.0,1,100.0,0,0.0,1,100.0
MAH,WOM,Promotions_Total,Total Promotions,83,72.8,31,27.2,114,100.0,1,100.0,0,0.0,1,100.0
MAH,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,9,100.0,0,0.0,9,100.0
MAH,WOM,Separations_BCPS,Left BC Government,48,73.8,17,26.2,65,100.0,4,80.0,1,20.0,5,100.0
MAH,WOM,Separations_Other,Moved to Other Ministry,37,74.0,13,26.0,50,100.0,,,,,0,100.0
MAH,WOM,Separations_Total,Total Separations,85,73.9,30,26.1,115,100.0,4,80.0,1,20.0,5,100.0
MAH,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,13,92.9,1,7.1,14,100.0
MHA,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,,,,,0,100.0,,,,,,
MHA,WOM,Hiring_Other,Hired from Other Ministry,25,86.2,4,13.8,29,100.0,,,,,0,100.0
MHA,WOM,Hiring_Outside,Hired from Outside,5,62.5,3,37.5,8,100.0,3,75.0,1,25.0,4,100.0
MHA,WOM,Hiring_TotalNew,Total New Hires to Ministry,30,81.1,7,18.9,37,100.0,3,75.0,1,25.0,4,100.0
MHA,WOM,Hiring_TotalReg,Total New Regulars to Ministry,30,81.1,7,18.9,37,100.0,,,,,,
MHA,WOM,Promotions_Other,Promoted from Other Organization,17,81.0,4,19.0,21,100.0,,,,,0,100.0
MHA,WOM,Promotions_Same,Promoted Within Same Organization,,,,,0,100.0,,,,,0,100.0
MHA,WOM,Promotions_Total,Total Promotions,17,81.0,4,19.0,21,100.0,,,,,0,100.0
MHA,WOM,Separations_AuxtoReg,Changed Status from Aux to Reg,,,,,,,,,,,0,100.0
MHA,WOM,Separations_BCPS,Left BC Government,,,,,0,100.0,,,,,0,100.0
MHA,WOM,Separations_Other,Moved to Other Ministry,,,,,0,100.0,,,,,0,100.0
MHA,WOM,Separations_Total,Total Separations,,,,,0,100.0,,,,,0,100.0
MHA,WOM,Separations_TotalAux,Total Flow out of Auxiliary,,,,,,,,,,,0,100.0
PGT,WOM,Hiring_AuxtoReg,Changed Status from Aux to Reg,7,87.5,1,12.5,8,100.0,,,,,,
PGT,WOM,Hiring_Other,Hired from Other Ministry,4,80.0,1,20.0,5,100.0,0,0.0,1,100.0,1,100.0
PGT,WOM,Hiring_Outside,Hired from Outside,35,85.4,6,14.6,41,100.0,20,87.0,3,13.0,23,100.0
PGT,WOM,Hiring_TotalNew,Total New Hires to Ministry,39,84.8,7,15.2,46,100.0,20,83.3,4,16.7,24,100.0
PGT,WOM,Hiring_TotalReg,Total New Regulars to Ministry,46,85.2,8,14.8,54,100.0,,,,,,
PGT,WOM,Promotions_Other,Promoted from Other Organization,3,75.0,1,25.0,4,100.0,,,,,0,100.0
PGT,WOM,Promotions_Same,Promoted Within Same Organization,24,77.4,7,22.6,31,100.0,1,100.0,0,0.0,1,100.0
